date,Value,District,Keyword,Timeframe
2020-06-21,0,Tel Aviv District,טרור,2020-2022
2020-06-28,0,Tel Aviv District,טרור,2020-2022
2020-07-05,0,Tel Aviv District,טרור,2020-2022
2020-07-12,0,Tel Aviv District,טרור,2020-2022
2020-07-19,0,Tel Aviv District,טרור,2020-2022
2020-07-26,0,Tel Aviv District,טרור,2020-2022
2020-08-02,0,Tel Aviv District,טרור,2020-2022
2020-08-09,0,Tel Aviv District,טרור,2020-2022
2020-08-16,0,Tel Aviv District,טרור,2020-2022
2020-08-23,26,Tel Aviv District,טרור,2020-2022
2020-08-30,0,Tel Aviv District,טרור,2020-2022
2020-09-06,0,Tel Aviv District,טרור,2020-2022
2020-09-13,0,Tel Aviv District,טרור,2020-2022
2020-09-20,0,Tel Aviv District,טרור,2020-2022
2020-09-27,0,Tel Aviv District,טרור,2020-2022
2020-10-04,0,Tel Aviv District,טרור,2020-2022
2020-10-11,44,Tel Aviv District,טרור,2020-2022
2020-10-18,0,Tel Aviv District,טרור,2020-2022
2020-10-25,26,Tel Aviv District,טרור,2020-2022
2020-11-01,32,Tel Aviv District,טרור,2020-2022
2020-11-08,0,Tel Aviv District,טרור,2020-2022
2020-11-15,0,Tel Aviv District,טרור,2020-2022
2020-11-22,0,Tel Aviv District,טרור,2020-2022
2020-11-29,30,Tel Aviv District,טרור,2020-2022
2020-12-06,0,Tel Aviv District,טרור,2020-2022
2020-12-13,0,Tel Aviv District,טרור,2020-2022
2020-12-20,0,Tel Aviv District,טרור,2020-2022
2020-12-27,0,Tel Aviv District,טרור,2020-2022
2021-01-03,27,Tel Aviv District,טרור,2020-2022
2021-01-10,0,Tel Aviv District,טרור,2020-2022
2021-01-17,0,Tel Aviv District,טרור,2020-2022
2021-01-24,0,Tel Aviv District,טרור,2020-2022
2021-01-31,0,Tel Aviv District,טרור,2020-2022
2021-02-07,0,Tel Aviv District,טרור,2020-2022
2021-02-14,23,Tel Aviv District,טרור,2020-2022
2021-02-21,0,Tel Aviv District,טרור,2020-2022
2021-02-28,46,Tel Aviv District,טרור,2020-2022
2021-03-07,0,Tel Aviv District,טרור,2020-2022
2021-03-14,0,Tel Aviv District,טרור,2020-2022
2021-03-21,0,Tel Aviv District,טרור,2020-2022
2021-03-28,0,Tel Aviv District,טרור,2020-2022
2021-04-04,25,Tel Aviv District,טרור,2020-2022
2021-04-11,24,Tel Aviv District,טרור,2020-2022
2021-04-18,0,Tel Aviv District,טרור,2020-2022
2021-04-25,0,Tel Aviv District,טרור,2020-2022
2021-05-02,0,Tel Aviv District,טרור,2020-2022
2021-05-09,82,Tel Aviv District,טרור,2020-2022
2021-05-16,63,Tel Aviv District,טרור,2020-2022
2021-05-23,28,Tel Aviv District,טרור,2020-2022
2021-05-30,26,Tel Aviv District,טרור,2020-2022
2021-06-06,28,Tel Aviv District,טרור,2020-2022
2021-06-13,0,Tel Aviv District,טרור,2020-2022
2021-06-20,27,Tel Aviv District,טרור,2020-2022
2021-06-27,0,Tel Aviv District,טרור,2020-2022
2021-07-04,0,Tel Aviv District,טרור,2020-2022
2021-07-11,0,Tel Aviv District,טרור,2020-2022
2021-07-18,0,Tel Aviv District,טרור,2020-2022
2021-07-25,0,Tel Aviv District,טרור,2020-2022
2021-08-01,0,Tel Aviv District,טרור,2020-2022
2021-08-08,0,Tel Aviv District,טרור,2020-2022
2021-08-15,0,Tel Aviv District,טרור,2020-2022
2021-08-22,0,Tel Aviv District,טרור,2020-2022
2021-08-29,0,Tel Aviv District,טרור,2020-2022
2021-09-05,0,Tel Aviv District,טרור,2020-2022
2021-09-12,0,Tel Aviv District,טרור,2020-2022
2021-09-19,0,Tel Aviv District,טרור,2020-2022
2021-09-26,0,Tel Aviv District,טרור,2020-2022
2021-10-03,0,Tel Aviv District,טרור,2020-2022
2021-10-10,0,Tel Aviv District,טרור,2020-2022
2021-10-17,0,Tel Aviv District,טרור,2020-2022
2021-10-24,26,Tel Aviv District,טרור,2020-2022
2021-10-31,27,Tel Aviv District,טרור,2020-2022
2021-11-07,0,Tel Aviv District,טרור,2020-2022
2021-11-14,0,Tel Aviv District,טרור,2020-2022
2021-11-21,43,Tel Aviv District,טרור,2020-2022
2021-11-28,0,Tel Aviv District,טרור,2020-2022
2021-12-05,0,Tel Aviv District,טרור,2020-2022
2021-12-12,0,Tel Aviv District,טרור,2020-2022
2021-12-19,26,Tel Aviv District,טרור,2020-2022
2021-12-26,0,Tel Aviv District,טרור,2020-2022
2022-01-02,0,Tel Aviv District,טרור,2020-2022
2022-01-09,0,Tel Aviv District,טרור,2020-2022
2022-01-16,0,Tel Aviv District,טרור,2020-2022
2022-01-23,0,Tel Aviv District,טרור,2020-2022
2022-01-30,0,Tel Aviv District,טרור,2020-2022
2022-02-06,0,Tel Aviv District,טרור,2020-2022
2022-02-13,27,Tel Aviv District,טרור,2020-2022
2022-02-20,0,Tel Aviv District,טרור,2020-2022
2022-02-27,24,Tel Aviv District,טרור,2020-2022
2022-03-06,0,Tel Aviv District,טרור,2020-2022
2022-03-13,0,Tel Aviv District,טרור,2020-2022
2022-03-20,36,Tel Aviv District,טרור,2020-2022
2022-03-27,100,Tel Aviv District,טרור,2020-2022
2022-04-03,59,Tel Aviv District,טרור,2020-2022
2022-04-10,47,Tel Aviv District,טרור,2020-2022
2022-04-17,0,Tel Aviv District,טרור,2020-2022
2022-04-24,0,Tel Aviv District,טרור,2020-2022
2022-05-01,46,Tel Aviv District,טרור,2020-2022
2022-05-08,32,Tel Aviv District,טרור,2020-2022
2022-05-15,0,Tel Aviv District,טרור,2020-2022
2022-05-22,27,Tel Aviv District,טרור,2020-2022
2022-05-29,35,Tel Aviv District,טרור,2020-2022
2022-06-05,0,Tel Aviv District,טרור,2020-2022
2022-06-12,27,Tel Aviv District,טרור,2020-2022
2022-06-19,30,Tel Aviv District,טרור,2020-2022
2022-06-26,0,Tel Aviv District,טרור,2020-2022
2022-07-03,0,Tel Aviv District,טרור,2020-2022
2022-07-10,0,Tel Aviv District,טרור,2020-2022
2022-07-17,0,Tel Aviv District,טרור,2020-2022
2022-07-24,0,Tel Aviv District,טרור,2020-2022
2022-07-31,34,Tel Aviv District,טרור,2020-2022
2022-08-07,26,Tel Aviv District,טרור,2020-2022
2022-08-14,26,Tel Aviv District,טרור,2020-2022
2022-08-21,0,Tel Aviv District,טרור,2020-2022
2022-08-28,0,Tel Aviv District,טרור,2020-2022
2022-09-04,0,Tel Aviv District,טרור,2020-2022
2022-09-11,32,Tel Aviv District,טרור,2020-2022
2022-09-18,0,Tel Aviv District,טרור,2020-2022
2022-09-25,0,Tel Aviv District,טרור,2020-2022
2022-10-02,0,Tel Aviv District,טרור,2020-2022
2022-10-09,44,Tel Aviv District,טרור,2020-2022
2022-10-16,30,Tel Aviv District,טרור,2020-2022
2022-10-23,24,Tel Aviv District,טרור,2020-2022
2022-10-30,34,Tel Aviv District,טרור,2020-2022
2022-11-06,0,Tel Aviv District,טרור,2020-2022
2022-11-13,0,Tel Aviv District,טרור,2020-2022
2022-11-20,25,Tel Aviv District,טרור,2020-2022
2022-11-27,0,Tel Aviv District,טרור,2020-2022
2022-12-04,0,Tel Aviv District,טרור,2020-2022
2022-12-11,23,Tel Aviv District,טרור,2020-2022
2022-12-18,0,Tel Aviv District,טרור,2020-2022
2022-12-25,0,Tel Aviv District,טרור,2020-2022
2013-12-29,3,Tel Aviv District,אזעקה,2014-2016
2014-01-05,3,Tel Aviv District,אזעקה,2014-2016
2014-01-12,3,Tel Aviv District,אזעקה,2014-2016
2014-01-19,4,Tel Aviv District,אזעקה,2014-2016
2014-01-26,3,Tel Aviv District,אזעקה,2014-2016
2014-02-02,3,Tel Aviv District,אזעקה,2014-2016
2014-02-09,5,Tel Aviv District,אזעקה,2014-2016
2014-02-16,2,Tel Aviv District,אזעקה,2014-2016
2014-02-23,9,Tel Aviv District,אזעקה,2014-2016
2014-03-02,3,Tel Aviv District,אזעקה,2014-2016
2014-03-09,5,Tel Aviv District,אזעקה,2014-2016
2014-03-16,3,Tel Aviv District,אזעקה,2014-2016
2014-03-23,4,Tel Aviv District,אזעקה,2014-2016
2014-03-30,3,Tel Aviv District,אזעקה,2014-2016
2014-04-06,2,Tel Aviv District,אזעקה,2014-2016
2014-04-13,3,Tel Aviv District,אזעקה,2014-2016
2014-04-20,3,Tel Aviv District,אזעקה,2014-2016
2014-04-27,5,Tel Aviv District,אזעקה,2014-2016
2014-05-04,3,Tel Aviv District,אזעקה,2014-2016
2014-05-11,3,Tel Aviv District,אזעקה,2014-2016
2014-05-18,2,Tel Aviv District,אזעקה,2014-2016
2014-05-25,2,Tel Aviv District,אזעקה,2014-2016
2014-06-01,2,Tel Aviv District,אזעקה,2014-2016
2014-06-08,2,Tel Aviv District,אזעקה,2014-2016
2014-06-15,3,Tel Aviv District,אזעקה,2014-2016
2014-06-22,3,Tel Aviv District,אזעקה,2014-2016
2014-06-29,4,Tel Aviv District,אזעקה,2014-2016
2014-07-06,100,Tel Aviv District,אזעקה,2014-2016
2014-07-13,54,Tel Aviv District,אזעקה,2014-2016
2014-07-20,30,Tel Aviv District,אזעקה,2014-2016
2014-07-27,25,Tel Aviv District,אזעקה,2014-2016
2014-08-03,12,Tel Aviv District,אזעקה,2014-2016
2014-08-10,8,Tel Aviv District,אזעקה,2014-2016
2014-08-17,15,Tel Aviv District,אזעקה,2014-2016
2014-08-24,13,Tel Aviv District,אזעקה,2014-2016
2014-08-31,6,Tel Aviv District,אזעקה,2014-2016
2014-09-07,5,Tel Aviv District,אזעקה,2014-2016
2014-09-14,4,Tel Aviv District,אזעקה,2014-2016
2014-09-21,3,Tel Aviv District,אזעקה,2014-2016
2014-09-28,4,Tel Aviv District,אזעקה,2014-2016
2014-10-05,3,Tel Aviv District,אזעקה,2014-2016
2014-10-12,3,Tel Aviv District,אזעקה,2014-2016
2014-10-19,3,Tel Aviv District,אזעקה,2014-2016
2014-10-26,3,Tel Aviv District,אזעקה,2014-2016
2014-11-02,4,Tel Aviv District,אזעקה,2014-2016
2014-11-09,4,Tel Aviv District,אזעקה,2014-2016
2014-11-16,3,Tel Aviv District,אזעקה,2014-2016
2014-11-23,2,Tel Aviv District,אזעקה,2014-2016
2014-11-30,2,Tel Aviv District,אזעקה,2014-2016
2014-12-07,3,Tel Aviv District,אזעקה,2014-2016
2014-12-14,4,Tel Aviv District,אזעקה,2014-2016
2014-12-21,4,Tel Aviv District,אזעקה,2014-2016
2014-12-28,2,Tel Aviv District,אזעקה,2014-2016
2015-01-04,2,Tel Aviv District,אזעקה,2014-2016
2015-01-11,3,Tel Aviv District,אזעקה,2014-2016
2015-01-18,3,Tel Aviv District,אזעקה,2014-2016
2015-01-25,5,Tel Aviv District,אזעקה,2014-2016
2015-02-01,2,Tel Aviv District,אזעקה,2014-2016
2015-02-08,2,Tel Aviv District,אזעקה,2014-2016
2015-02-15,3,Tel Aviv District,אזעקה,2014-2016
2015-02-22,2,Tel Aviv District,אזעקה,2014-2016
2015-03-01,2,Tel Aviv District,אזעקה,2014-2016
2015-03-08,3,Tel Aviv District,אזעקה,2014-2016
2015-03-15,3,Tel Aviv District,אזעקה,2014-2016
2015-03-22,4,Tel Aviv District,אזעקה,2014-2016
2015-03-29,2,Tel Aviv District,אזעקה,2014-2016
2015-04-05,2,Tel Aviv District,אזעקה,2014-2016
2015-04-12,4,Tel Aviv District,אזעקה,2014-2016
2015-04-19,8,Tel Aviv District,אזעקה,2014-2016
2015-04-26,4,Tel Aviv District,אזעקה,2014-2016
2015-05-03,2,Tel Aviv District,אזעקה,2014-2016
2015-05-10,2,Tel Aviv District,אזעקה,2014-2016
2015-05-17,3,Tel Aviv District,אזעקה,2014-2016
2015-05-24,6,Tel Aviv District,אזעקה,2014-2016
2015-05-31,14,Tel Aviv District,אזעקה,2014-2016
2015-06-07,5,Tel Aviv District,אזעקה,2014-2016
2015-06-14,4,Tel Aviv District,אזעקה,2014-2016
2015-06-21,3,Tel Aviv District,אזעקה,2014-2016
2015-06-28,3,Tel Aviv District,אזעקה,2014-2016
2015-07-05,2,Tel Aviv District,אזעקה,2014-2016
2015-07-12,8,Tel Aviv District,אזעקה,2014-2016
2015-07-19,5,Tel Aviv District,אזעקה,2014-2016
2015-07-26,3,Tel Aviv District,אזעקה,2014-2016
2015-08-02,4,Tel Aviv District,אזעקה,2014-2016
2015-08-09,3,Tel Aviv District,אזעקה,2014-2016
2015-08-16,3,Tel Aviv District,אזעקה,2014-2016
2015-08-23,3,Tel Aviv District,אזעקה,2014-2016
2015-08-30,2,Tel Aviv District,אזעקה,2014-2016
2015-09-06,2,Tel Aviv District,אזעקה,2014-2016
2015-09-13,3,Tel Aviv District,אזעקה,2014-2016
2015-09-20,3,Tel Aviv District,אזעקה,2014-2016
2015-09-27,5,Tel Aviv District,אזעקה,2014-2016
2015-10-04,4,Tel Aviv District,אזעקה,2014-2016
2015-10-11,3,Tel Aviv District,אזעקה,2014-2016
2015-10-18,3,Tel Aviv District,אזעקה,2014-2016
2015-10-25,2,Tel Aviv District,אזעקה,2014-2016
2015-11-01,3,Tel Aviv District,אזעקה,2014-2016
2015-11-08,1,Tel Aviv District,אזעקה,2014-2016
2015-11-15,2,Tel Aviv District,אזעקה,2014-2016
2015-11-22,2,Tel Aviv District,אזעקה,2014-2016
2015-11-29,3,Tel Aviv District,אזעקה,2014-2016
2015-12-06,2,Tel Aviv District,אזעקה,2014-2016
2015-12-13,2,Tel Aviv District,אזעקה,2014-2016
2015-12-20,3,Tel Aviv District,אזעקה,2014-2016
2015-12-27,3,Tel Aviv District,אזעקה,2014-2016
2016-01-03,1,Tel Aviv District,אזעקה,2014-2016
2016-01-10,2,Tel Aviv District,אזעקה,2014-2016
2016-01-17,2,Tel Aviv District,אזעקה,2014-2016
2016-01-24,2,Tel Aviv District,אזעקה,2014-2016
2016-01-31,2,Tel Aviv District,אזעקה,2014-2016
2016-02-07,2,Tel Aviv District,אזעקה,2014-2016
2016-02-14,8,Tel Aviv District,אזעקה,2014-2016
2016-02-21,2,Tel Aviv District,אזעקה,2014-2016
2016-02-28,2,Tel Aviv District,אזעקה,2014-2016
2016-03-06,4,Tel Aviv District,אזעקה,2014-2016
2016-03-13,2,Tel Aviv District,אזעקה,2014-2016
2016-03-20,1,Tel Aviv District,אזעקה,2014-2016
2016-03-27,3,Tel Aviv District,אזעקה,2014-2016
2016-04-03,2,Tel Aviv District,אזעקה,2014-2016
2016-04-10,2,Tel Aviv District,אזעקה,2014-2016
2016-04-17,0,Tel Aviv District,אזעקה,2014-2016
2016-04-24,3,Tel Aviv District,אזעקה,2014-2016
2016-05-01,4,Tel Aviv District,אזעקה,2014-2016
2016-05-08,2,Tel Aviv District,אזעקה,2014-2016
2016-05-15,1,Tel Aviv District,אזעקה,2014-2016
2016-05-22,3,Tel Aviv District,אזעקה,2014-2016
2016-05-29,2,Tel Aviv District,אזעקה,2014-2016
2016-06-05,4,Tel Aviv District,אזעקה,2014-2016
2016-06-12,2,Tel Aviv District,אזעקה,2014-2016
2016-06-19,3,Tel Aviv District,אזעקה,2014-2016
2016-06-26,1,Tel Aviv District,אזעקה,2014-2016
2016-07-03,2,Tel Aviv District,אזעקה,2014-2016
2016-07-10,2,Tel Aviv District,אזעקה,2014-2016
2016-07-17,3,Tel Aviv District,אזעקה,2014-2016
2016-07-24,2,Tel Aviv District,אזעקה,2014-2016
2016-07-31,2,Tel Aviv District,אזעקה,2014-2016
2016-08-07,2,Tel Aviv District,אזעקה,2014-2016
2016-08-14,0,Tel Aviv District,אזעקה,2014-2016
2016-08-21,3,Tel Aviv District,אזעקה,2014-2016
2016-08-28,3,Tel Aviv District,אזעקה,2014-2016
2016-09-04,1,Tel Aviv District,אזעקה,2014-2016
2016-09-11,3,Tel Aviv District,אזעקה,2014-2016
2016-09-18,11,Tel Aviv District,אזעקה,2014-2016
2016-09-25,2,Tel Aviv District,אזעקה,2014-2016
2016-10-02,2,Tel Aviv District,אזעקה,2014-2016
2016-10-09,2,Tel Aviv District,אזעקה,2014-2016
2016-10-16,2,Tel Aviv District,אזעקה,2014-2016
2016-10-23,2,Tel Aviv District,אזעקה,2014-2016
2016-10-30,2,Tel Aviv District,אזעקה,2014-2016
2016-11-06,2,Tel Aviv District,אזעקה,2014-2016
2016-11-13,2,Tel Aviv District,אזעקה,2014-2016
2016-11-20,2,Tel Aviv District,אזעקה,2014-2016
2016-11-27,2,Tel Aviv District,אזעקה,2014-2016
2016-12-04,0,Tel Aviv District,אזעקה,2014-2016
2016-12-11,3,Tel Aviv District,אזעקה,2014-2016
2016-12-18,4,Tel Aviv District,אזעקה,2014-2016
2016-12-25,2,Tel Aviv District,אזעקה,2014-2016
2017-01-01,4,Tel Aviv District,אזעקה,2017-2019
2017-01-08,0,Tel Aviv District,אזעקה,2017-2019
2017-01-15,4,Tel Aviv District,אזעקה,2017-2019
2017-01-22,0,Tel Aviv District,אזעקה,2017-2019
2017-01-29,0,Tel Aviv District,אזעקה,2017-2019
2017-02-05,6,Tel Aviv District,אזעקה,2017-2019
2017-02-12,5,Tel Aviv District,אזעקה,2017-2019
2017-02-19,3,Tel Aviv District,אזעקה,2017-2019
2017-02-26,4,Tel Aviv District,אזעקה,2017-2019
2017-03-05,4,Tel Aviv District,אזעקה,2017-2019
2017-03-12,4,Tel Aviv District,אזעקה,2017-2019
2017-03-19,3,Tel Aviv District,אזעקה,2017-2019
2017-03-26,7,Tel Aviv District,אזעקה,2017-2019
2017-04-02,0,Tel Aviv District,אזעקה,2017-2019
2017-04-09,5,Tel Aviv District,אזעקה,2017-2019
2017-04-16,5,Tel Aviv District,אזעקה,2017-2019
2017-04-23,7,Tel Aviv District,אזעקה,2017-2019
2017-04-30,7,Tel Aviv District,אזעקה,2017-2019
2017-05-07,0,Tel Aviv District,אזעקה,2017-2019
2017-05-14,5,Tel Aviv District,אזעקה,2017-2019
2017-05-21,3,Tel Aviv District,אזעקה,2017-2019
2017-05-28,5,Tel Aviv District,אזעקה,2017-2019
2017-06-04,4,Tel Aviv District,אזעקה,2017-2019
2017-06-11,3,Tel Aviv District,אזעקה,2017-2019
2017-06-18,4,Tel Aviv District,אזעקה,2017-2019
2017-06-25,0,Tel Aviv District,אזעקה,2017-2019
2017-07-02,5,Tel Aviv District,אזעקה,2017-2019
2017-07-09,6,Tel Aviv District,אזעקה,2017-2019
2017-07-16,6,Tel Aviv District,אזעקה,2017-2019
2017-07-23,6,Tel Aviv District,אזעקה,2017-2019
2017-07-30,5,Tel Aviv District,אזעקה,2017-2019
2017-08-06,8,Tel Aviv District,אזעקה,2017-2019
2017-08-13,4,Tel Aviv District,אזעקה,2017-2019
2017-08-20,0,Tel Aviv District,אזעקה,2017-2019
2017-08-27,4,Tel Aviv District,אזעקה,2017-2019
2017-09-03,4,Tel Aviv District,אזעקה,2017-2019
2017-09-10,4,Tel Aviv District,אזעקה,2017-2019
2017-09-17,0,Tel Aviv District,אזעקה,2017-2019
2017-09-24,3,Tel Aviv District,אזעקה,2017-2019
2017-10-01,3,Tel Aviv District,אזעקה,2017-2019
2017-10-08,5,Tel Aviv District,אזעקה,2017-2019
2017-10-15,4,Tel Aviv District,אזעקה,2017-2019
2017-10-22,5,Tel Aviv District,אזעקה,2017-2019
2017-10-29,36,Tel Aviv District,אזעקה,2017-2019
2017-11-05,4,Tel Aviv District,אזעקה,2017-2019
2017-11-12,5,Tel Aviv District,אזעקה,2017-2019
2017-11-19,0,Tel Aviv District,אזעקה,2017-2019
2017-11-26,0,Tel Aviv District,אזעקה,2017-2019
2017-12-03,7,Tel Aviv District,אזעקה,2017-2019
2017-12-10,7,Tel Aviv District,אזעקה,2017-2019
2017-12-17,5,Tel Aviv District,אזעקה,2017-2019
2017-12-24,6,Tel Aviv District,אזעקה,2017-2019
2017-12-31,7,Tel Aviv District,אזעקה,2017-2019
2018-01-07,0,Tel Aviv District,אזעקה,2017-2019
2018-01-14,4,Tel Aviv District,אזעקה,2017-2019
2018-01-21,10,Tel Aviv District,אזעקה,2017-2019
2018-01-28,6,Tel Aviv District,אזעקה,2017-2019
2018-02-04,8,Tel Aviv District,אזעקה,2017-2019
2018-02-11,6,Tel Aviv District,אזעקה,2017-2019
2018-02-18,0,Tel Aviv District,אזעקה,2017-2019
2018-02-25,4,Tel Aviv District,אזעקה,2017-2019
2018-03-04,0,Tel Aviv District,אזעקה,2017-2019
2018-03-11,35,Tel Aviv District,אזעקה,2017-2019
2018-03-18,0,Tel Aviv District,אזעקה,2017-2019
2018-03-25,0,Tel Aviv District,אזעקה,2017-2019
2018-04-01,5,Tel Aviv District,אזעקה,2017-2019
2018-04-08,10,Tel Aviv District,אזעקה,2017-2019
2018-04-15,6,Tel Aviv District,אזעקה,2017-2019
2018-04-22,0,Tel Aviv District,אזעקה,2017-2019
2018-04-29,0,Tel Aviv District,אזעקה,2017-2019
2018-05-06,8,Tel Aviv District,אזעקה,2017-2019
2018-05-13,5,Tel Aviv District,אזעקה,2017-2019
2018-05-20,0,Tel Aviv District,אזעקה,2017-2019
2018-05-27,8,Tel Aviv District,אזעקה,2017-2019
2018-06-03,0,Tel Aviv District,אזעקה,2017-2019
2018-06-10,0,Tel Aviv District,אזעקה,2017-2019
2018-06-17,0,Tel Aviv District,אזעקה,2017-2019
2018-06-24,16,Tel Aviv District,אזעקה,2017-2019
2018-07-01,0,Tel Aviv District,אזעקה,2017-2019
2018-07-08,8,Tel Aviv District,אזעקה,2017-2019
2018-07-15,5,Tel Aviv District,אזעקה,2017-2019
2018-07-22,6,Tel Aviv District,אזעקה,2017-2019
2018-07-29,0,Tel Aviv District,אזעקה,2017-2019
2018-08-05,6,Tel Aviv District,אזעקה,2017-2019
2018-08-12,4,Tel Aviv District,אזעקה,2017-2019
2018-08-19,0,Tel Aviv District,אזעקה,2017-2019
2018-08-26,0,Tel Aviv District,אזעקה,2017-2019
2018-09-02,0,Tel Aviv District,אזעקה,2017-2019
2018-09-09,0,Tel Aviv District,אזעקה,2017-2019
2018-09-16,0,Tel Aviv District,אזעקה,2017-2019
2018-09-23,0,Tel Aviv District,אזעקה,2017-2019
2018-09-30,0,Tel Aviv District,אזעקה,2017-2019
2018-10-07,0,Tel Aviv District,אזעקה,2017-2019
